text,tagged_sentence,label
"Following the telecast of the baseless story linking Reliance with the death of YSR , Reliance outlets across the state were targeted .","<trigger>Following</trigger> <cause>the telecast of the baseless story linking Reliance with the death of YSR</cause>, <effect>Reliance outlets across the state were targeted</effect> ",1
"About 200 people , majority of them leaders and workers of the Congress party , were arrested in connection with 114 cases of attacks on Reliance outlets .","<effect>About 200 people, majority of them leaders and workers of the Congress party, were arrested</effect> <trigger>in connection with</trigger> <cause>114 cases of attacks on Reliance outlets</cause>",1
A former state minister was also booked for inciting violence .,<cause>A former state minister was also booked</cause> <trigger>for</trigger> <effect>inciting violence</effect>,1
"Maruti 's Manesar plant closed for 2nd day - Indian Express Agencies , Agencies : Manesar , Fri Jul 20 2012 , 11:11 hrs Maruti Suzuki India Friday said its plant was remain closed for the second day after the violence on Wednesday in which one senior company official was killed .","<effect>Maruti 's Manesar plant closed for 2nd day - Indian Express Agencies , Agencies : Manesar , Fri Jul 20 2012 , 11:11 hrs </effect> Maruti Suzuki India <effect>said its plant would remain closed for the second day</effect> <trigger>after</trigger> <cause>the violence on Wednesday in which one senior company official was killed</cause>",1
"The company had stated Thursday that it was "" still assessing the total damage to property and facilities from the acts of arson .",NoTag,0
"Awanish Kumar Dev , HR GM , was burnt beyond recognition while 100 others were injured during the violence .",NoTag,0
"Kumar 's body was identified Thursday by his family and the company alleged that the violence was an orchestrated act of mob , which has implications beyond one company or region .",NoTag,0
"Taking a serious view of the violence , Haryana Chief Secretary P K Chaudhery had said a special investigating team has been formed under Assistant Commissioner of Police , Gurgaon , Ravinder Tomar , to investigate the matter .","<trigger>Taking a serious view of the violence</trigger>, <effect>Haryana Chief Secretary P K Chaudhery said a special investigating team has been formed</effect> <cause>under Assistant Commissioner of Police, Gurgaon, Ravinder Tomar, to investigate the matter</cause>",1
"Agri SA calls for calm in Coligny Molaole Montsho COLIGNY , May 8 ( ANA ) - Agricultural body Agri SA on Monday , slammed the violence that flared up in Coligny , in the North West , after two farmers accused of the murder of Matlhomola Jonas Mosweu were granted bail .","<effect>Agri SA calls for calm in Coligny Molaole Montsho COLIGNY , May 8 ( ANA )</effect> - <effect> Agricultural body Agri SA on Monday slammed the violence that flared up in Coligny, in the North West</effect> <trigger>after</trigger> <cause>two farmers accused of the murder of Matlhomola Jonas Mosweu were granted bail</cause>",1
Three houses were torched as well as maize fields .,NoTag,0
"`` This type of violence can solve no problem and can only lead to a security catastrophe unless timely action is taken by the police and community leaders ... '' A group of farmers pointed protesting residents with guns when they were walking home from court , and other group of farmers attacked journalist after a farm house was looted and torched ."," <effect>This type of violence can solve no problem and can only lead to a security catastrophe</effect> <trigger>unless</trigger> <cause>timely action is taken by the police and community leaders</cause> ... <effect> A group of farmers pointed protesting residents with guns</effect> <trigger>when</trigger> <cause>they were walking home from court</cause>, and <effect>another group of farmers attacked a journalist</effect> <trigger>after</trigger> <cause>a farmhouse was looted and torched</cause>",1
"Solidarity Movement said North West premier , Supra Mahumapelo , must accept responsibility for the vandalism that took place in Coligny .",NoTag,0
The move angered residents who had been protesting in front of the court against the two being granted bail .,<effect>The move angered residents</effect> <trigger>who had been protesting</trigger> <cause>in front of the court against the two being granted bail</cause>,1
"They took to the street and within minutes a farm house was on fire , two more house were set alight and road blocked .","<cause>They took to the street</cause> <trigger>and within minutes </trigger> <effect>a farmhouse was on fire, two more houses were set alight, and roads were blocked</effect>",1
"Eleven residents of Kgotsong in the eastern Free State were arrested on Monday after going on a rampage during a protest over service delivery , police said .","<effect>Eleven residents of Kgotsong in the eastern Free State were arrested on Monday </effect> <trigger>after</trigger> <cause>going on a rampage during a protest over service delivery</cause>, police said",1
The group marched to Bothaville in the Nala Municipality to hand over a memorandum with demands pertaining to service delivery .,<effect>The group marched to Bothaville in the Nala Municipality</effect> <trigger>to</trigger> <cause>hand over a memorandum with demands pertaining to service delivery</cause>,1
"`` Residents went on a rampage by throwing stones at Nala Municipality offices , '' said Thakeng .",NoTag,0
"The demonstrators proceeded to Kgotsong township , where they threw stones at the house of a municipal official , shattering windows .",NoTag,0
"NIZAMABAD : Students take out rally seeking fee reimbursement dues October 22 , 2016 00:00 IST In response to the State-wide call , the students under the banner of Progressive Democratic Students Union took out rallies here and in Kamareddy district headquarters on Friday demanding the release of fee reimbursement and scholarships .","<cause>NIZAMABAD : Students took out rallies here and in Kamareddy district headquarters on Friday</cause> <trigger>in response to</trigger> <effect>the State-wide call</effect>, <trigger>demanding</trigger> <effect>the release of fee reimbursement and scholarships</effect> under the banner of Progressive Democratic Students Union",1
Later they staged dharna on the premises of the both the Collectorates .,NoTag,0
Thackeray led a morcha of the unions from Veer Jijamata Udyan to Azad Maidan .,NoTag,0
"The unions are protesting rising inflation , increased privatisation and state anti-labour policies .","<cause>The unions are protesting rising inflation, increased privatisation, and state anti-labour policies</cause>",1
Shiv Sena is backing their strike .,NoTag,0
Thackeray demanded the state postpone HSC exams in view of the strike .,<effect>Thackeray demanded the state postpone HSC exams</effect> <trigger>in view of</trigger> <cause>the strike</cause>,1
"HSC exams start Thursday , the second day of the strike .",NoTag,0
"Thackeray , however , said if the exam was not deferred care would be taken to ensure it is not affected by the strike .","<cause>Thackeray, however, said if the exam was not deferred</cause>, <effect>care would be taken to ensure it is not affected by the strike</effect>.",1
"I would like to request people to reconsider the strike , so that common people do not suffer , "" he said .",NoTag,0
"These services were affected in the last two days following stone throwing had operated from the Palakkad depot on Friday , while five operated on Saturday .","<effect>These services were affected in the last two days</effect> <trigger>following</trigger> <cause>stone throwing had operated from the Palakkad depot on Friday, while five operated on Saturday</cause>",1
"ANDHRA PRADESH Protests mar land distribution April 16 , 2010 00:00 IST Staff Reporter Police detain some TDP activists NALGONDA : The divisional level meeting convened to distribute pattas to beneficiaries under the fifth phase of the land distribution programme in Bhongir on Thursday was marred by protests , as Minister for Information Technology Komatireddy Venkat Reddy distributed pattas ."," <cause>ANDHRA PRADESH Protests</cause> <effect>mar land distribution April 16 , 2010 00:00 IST Staff Reporter Police detain some TDP activists NALGONDA </effect>: <effect>The divisional level meeting convened to distribute pattas to beneficiaries under the fifth phase of the land distribution programme in Bhongir on Thursday</effect> <trigger>was marred by</trigger> <cause>protests</cause>, as Minister for Information Technology Komatireddy Venkat Reddy distributed pattas.",1
"The Zilla Parishad vice-chairman Pandari , of CPI , staged a sit-in protest during the meeting resenting alleged violation of protocol .","<effect>The Zilla Parishad vice-chairman Pandari, of CPI, staged a sit-in protest</effect> <trigger>during</trigger> <cause>the meeting resenting alleged violation of protocol</cause>",1
The members owing allegiance to TDP made an attempt to stall the proceedings of the meeting in protest against alleged delay in allotting lands to beneficiaries at Singannagudem under the weaker section housing scheme .,<effect>The members owing allegiance to TDP made an attempt to stall the proceedings of the meeting</effect> <trigger>in protest against</trigger> <cause>alleged delay in allotting lands to beneficiaries at Singannagudem under the weaker section housing scheme</cause>,1
"Cornered Earlier , beneficiaries of “ Indiramma Adarsha Wards ” led by municipal councillors of opposition parties gheraoed the Minister in Bhongir demanding prompt provision of assured benefits under the programme .","<cause>Cornered earlier, beneficiaries of ""Indiramma Adarsha Wards"" led by municipal councillors of opposition parties cornered the Minister in Bhongir</cause> <trigger>demanding</trigger> <effect>prompt provision of assured benefits under the programme</effect>",1
"Suspended cops throw may go a long way - Indian Express Muzamil Jaleel , Muzamil Jaleel : Srinagar , Mon Aug 16 2010 , 02:58 hrs The embattled Omar Abdullah took another hit today when a suspended policeman hurled a shoe towards the dais where he was taking the salute after unfurling the tricolour at the Independence Day function here .",NoTag,0
"Abdul Ahad Jan , who was sitting in the VIP gallery before he flung the brown leather shoe , shouted "" we want freedom "" before securitymen took him away .",NoTag,0
"Referring to the incident in his speech , Omar said : "" It is the best way to protest .",NoTag,0
"Thousands of people gathered at Jan 's home in Ajas later in the day , beating drums and shouting slogans  "" Teri jan , meri jan , Ahad Jan Ahad Jan "" .",NoTag,0
He also announced that investigations into two recent violent incidents in Bhatinda and Bagha Purana had reached crucial stages and affirmed that the culprits would be arrested soon .,NoTag,0
The members voiced concern over the absence of a breakthrough in earlier incidents of blasts in Punjab and emphasised that the culprits should be brought to book with an iron fist .,NoTag,0
These included victims of the bomb blast in a train at Lehra Khana .,NoTag,0
Hazare offers to apologise to Sharad Pawar 24th November 2011 11:24 PM RALEGAN SIDDHI : Anna Hazare Thursday offered to apologise to union Agriculture Minister Sharad Pawar over his comment on an attack on the Nationalist Congress Party leader in Delhi .,<effect>Hazare offers to apologise to Sharad Pawar</effect> <trigger> 24th November 2011 11:24 PM RALEGAN SIDDHI<\trigger> : <effect>Anna Hazare Thursday offered to apologise to union Agriculture Minister Sharad Pawar</effect> <cause>over his comment on an attack on the Nationalist Congress Party leader in Delhi</cause>,1
"Reacting on the incident , Hazare , who has for long held politicians responsible for much of the ills of the country , had said : "" Was it only one slap ? "" "" He ( the accused ) could have been angry , but it is not right to hit someone .",NoTag,0
"Clarifying his stand , Hazare said that he was addressing a group of people when he received a note about the attack on Pawar .",NoTag,0
""" After reading the note , I just wanted to know if the attacker stopped after the slap or or there was some other kind of violence , "" Hazare explained .",NoTag,0
"While the staff employees sported black badges from May 15 -17 , they are now poised to stage a work-to-rule agitation from May 23 and the entire lot will take mass casual leave on May 25 to highlight their demands .","<cause>While the staff employees sported black badges from May 15 -17</cause>, <trigger>they are now poised to </trigger><effect>stage a work-to-rule agitation from May 23 and the entire lot will take mass casual leave on May 25</effect><trigger>to highlight</trigger> <cause>their demands</cause>",1
"Coinciding with the unrest in the board is the indefinite hunger strike launched by three employees Mahesh Ahire , Shriram Gavai and Balkrishna Gadekar whose regular promotions were denied and the former two were transferred to Nashik on the same post .",NoTag,0
"While the leaders of the major political parties are busy participating in public meetings and road shows , functionaries are engaged in door-to-door canvassing never mind the the scorching sun .",NoTag,0
"The party organised a number of conventions which were addressed by Union Labour Minister M. Mallikarjun Kharge , the former Chief Minister , Dharam Singh , senior leaders D.K. Shivkumar , V.S. Ugrappa , Rehman Khan and C.M. Ibrahim , among others .",NoTag,0
Mr. Kumaraswamy took part in road shows and other campaigning activities for three consecutive days .,NoTag,0
He took up two whirlwind tours in the constituency .,NoTag,0
It has organised a political convention to mobilise support to secular forces .,<cause>It has organised a political convention</cause>  <trigger>to mobilise</trigger> <effect>support to secular forces</effect>,1
"The posts they are ready to enjoy are because of the agitation by students , ” he told a media conference at Sangareddy on Tuesday night .","The posts they are ready to enjoy are <trigger>because of</trigger> <cause>the agitation by students</cause>, ” <effect>he told a media conference at Sangareddy on Tuesday night.</effect>",1
"Stating that the Telangana agitation had spread to the nook and corner of the region because of the fast taken up by TRS president K. Chandrasekhar Rao last year , Mr. Kodandaram said that change of guard in the government would not help in stalling the ongoing agitation for separate State ."," <cause> Stating that the Telangana agitation had spread to the nook and corner of the region because of the fast taken up by TRS president K. Chandrasekhar Rao last year</cause>, <effect>Mr. Kodandaram said that change of guard in the government would not help in stalling the ongoing agitation for separate State</effect>",1
"TAMIL NADU Residents up in arms against lift project on burial ground January 11 , 2007 00:00 IST STRONG REACTION : Residents of Keelkattalai stage a demonstration on Tuesday to protest the construction of a lift station .","<cause>TAMIL NADU Residents up in arms against lift project on burial ground</cause> <trigger>January 11, 2007 00:00 IST</trigger> <effect>STRONG REACTION: Residents of Keelkattalai stage a demonstration on Tuesday</effect> <trigger>to protest</trigger> <cause>the construction of a lift station</cause>",1
Photo : A. Muralitharan Staff Reporter Being built as part of underground drainage network scheme TAMBARAM : Residents of Keelkattalai on Tuesday protested the construction of a lift station ( a powerful pumping station ) at a burial ground at Arulmurugan Nagar .,NoTag,0
"The lift station in Keelkattalai was proposed to be built on Arulmurugan Main Road , but was dropped following protests from residents as it involved filling up of an abandoned well ."," <effect>The lift station in Keelkattalai was proposed to be built on Arulmurugan Main Road, but was dropped following protests from residents</effect><trigger>as</trigger><cause> it involved filling up of an abandoned well</cause> ",1
"Consequently , the residents staged a demonstration on Tuesday .",NoTag,0
"Gandhiji leads fast , boycotts I-Day 16th August 2009 11:21 PM HEAVEN : Mahatma Gandhi led a host of freedom fighters , who after much deliberation , decided not to celebrate Independence Day , instead marking it with prayers and a hunger sit-in and passing a special resolution to write to Parliament on changes they want in the way India is run .",NoTag,0
"The enthusiastic plans of the freedom fighters , satyagrahis , revolutionaries and soldiers for grand celebrations began to ebb right after the Mumbai attacks , with Subhash Chandra Bose and Bhagat Singh leading the agitation to boycott the celebrations .","<effect>The enthusiastic plans of the freedom fighters, satyagrahis, revolutionaries and soldiers for grand celebrations began to ebb right after the Mumbai attacks</effect>, <trigger>with</trigger> <cause>Subhash Chandra Bose and Bhagat Singh leading the agitation to boycott the celebrations</cause>",1
"The petition , ‘ Security for Common Indians First , Politicians Last ’ , was signed by all major revolutionaries of the freedom struggle , including Rash Behari Bose , Barin Ghosh , Jugantar party revolutionaries like Raja Subodh Mallik and Bagha Jatin .",NoTag,0
"Great revolutionaries of the Hindustan Republican Association including Jogesh Chatterjee , Chandrashekhar Azad , Yogendra Shukla , Ashfaqullah Khan , Bhagat Singh , and Batukeshwar Dutt protested against decreased sense of patriotism amongst the youth and the depraved polity increasingly leading to reduced sense of citizenry .","<effect>Great revolutionaries of the Hindustan Republican Association including Jogesh Chatterjee, Chandrashekhar Azad, Yogendra Shukla, Ashfaqullah Khan, Bhagat Singh, and Batukeshwar Dutt protested against decreased sense of patriotism amongst the youth and the depraved polity</effect> <trigger>increasingly leading to</trigger> <cause>reduced sense of citizenry</cause>",1
"The entire protest against the celebrations began with Mangal Pandey , joined by Rani Lakshmi Bai , Maulavi Ahmedullah Shah , Rao Sahib , Tantia Tope , Azimullah Khan , Kunwar Singh , Rajput chief of Jagadishpur , Firuz Saha , Pran Sukh Yadav and Rao Tula Ram of Rewari , who refused food and water against the leaders and people of India for letting down every single person who fought for freedom .","<effect>The entire protest against the celebrations began</effect> <trigger>with</trigger> <cause>Mangal Pandey, joined by Rani Lakshmi Bai, Maulavi Ahmedullah Shah, Rao Sahib, Tantia Tope, Azimullah Khan, Kunwar Singh, Rajput chief of Jagadishpur, Firuz Saha, Pran Sukh Yadav and Rao Tula Ram of Rewari, who refused food and water against the leaders and people of India</cause> <trigger>for</trigger> <effect>letting down every single person who fought for freedom</effect>",1
"Congress leaders led by Gandhiji , including Rajaji , Jawaharlal Nehru , Sardar Vallabhbhai Patel , Abul Kalam and Jayant Kriplani sat on a hunger strike , demanding the government reassess its priorities , commitment to original principles , ability to link national sovereignty and independence to the truest freedoms of every Indian , including freedom from poverty , hunger , exploitation and slavery .","<effect>Congress leaders led by Gandhiji, including Rajaji, Jawaharlal Nehru, Sardar Vallabhbhai Patel, Abul Kalam and Jayant Kriplani sat on a hunger strike</effect>, <trigger>demanding</trigger> <cause>the government reassess its priorities, commitment to original principles, ability to link national sovereignty and independence to the truest freedoms of every Indian, including freedom from poverty, hunger, exploitation and slavery</cause>",1
"We protest against you , for turning so viciously against our own people … and express our unhappiness with our people for having let narrow-mindedness blind you and for giving up the welfare of the nation to such leaders .","<effect>We protest against you</effect>, <trigger>for</trigger> <cause>turning so viciously against our own people</cause> …<effect>and express our unhappiness with our people</effect><trigger>for</trigger> <cause>having let narrow-mindedness blind you and giving up the welfare of the nation to such leaders</cause>",1
"Love and violence in Dharmapuri - Indian Express VSHOBA , VSHOBA : Sun Nov 25 2012 , 01:54 hrs The village of Nayakankottai , on the road from Dharmapuri to Tirupattur , bears the only tribute to Naxalism in all of Tamil Nadu : a whitewashed sickle-and-hammer memorial commemorating slain Naxal leaders Balan and L Appu .",NoTag,0
"But the caste violence that wrecked the lives of over a thousand Dalits earlier this month has forever tainted the image of Dharmapuri district as a former Naxal stronghold that , even a decade ago , had no place for caste or class differences .","<cause>But the caste violence that wrecked the lives of over a thousand Dalits earlier this month</cause> <trigger>has</trigger> <effect>forever tainted the image of Dharmapuri district as a former Naxal stronghold that, even a decade ago, had no place for caste or class differences</effect>",1
"More than two weeks after three Dalit settlements , not far from Nayakankottai in this backward district in north-west Tamil Nadu , were attacked , the air is still thick with tension .",NoTag,0
"In the town of Dharmapuri , about two dozen policemen stand guard at an agitation by the Viduthalai Chiruthaigal Katchi ( Liberation Panthers Party , or VCK ) and its president and MP , the fervent orator Thol Thirumavalavan .",NoTag,0
"Peace , however brittle , prevails at the gathering .",NoTag,0
"They allege that the attack , apparently triggered by an inter-caste marriage , was politically engineered .",NoTag,0
"The discovery of his body later that day is said to have provoked a 1,500 - strong mob to rampage through Natham and two smaller Dalit settlements , Kondampatti and Anna Nagar , where it set ablaze over 200 houses , damaged at least 50 others , and allegedly looted valuables and cash worth lakhs of rupees .","<cause>The discovery of his body later that day</cause> <trigger>is said to have provoked</trigger> <effect>a 1,500-strong mob to rampage through Natham and two smaller Dalit settlements, Kondampatti and Anna Nagar, where it set ablaze over 200 houses, damaged at least 50 others, and allegedly looted valuables and cash worth lakhs of rupees</effect>",1
"In 2009 , riots broke out in the capital , Urumqui , and in their wake , mass arrests were made and many Uyghurs were imprisoned or “ disappeared ” .","<cause>In 2009, riots broke out in the capital, Urumqui</cause>, <trigger>and in their wake</trigger> <effect>mass arrests were made and many Uyghurs were imprisoned or “disappeared”</effect>",1
Four students were injured when police fired rubber bullets during a protest on the campus of the University of the North West in Mafikeng on Monday .,<effect>Four students were injured</effect> <trigger>when</trigger> <cause>police fired rubber bullets during a protest on the campus of the University of the North West in Mafikeng on Monday</cause>,1
Eight students were arrested by police who fired teargas and rubber bullets after students barricaded the main entrance .,<effect>Eight students were arrested by police</effect> <trigger>who</trigger> <cause>fired teargas and rubber bullets</cause> <trigger>after</trigger> <cause>students barricaded the main entrance</cause>,1
"The university was closed following the disturbances , Vice-Chancellor Ngoato Takalo said on Monday .",NoTag,0
Since last week students have been protesting against a proposed increase in tuition fees and the merger of higher education institutions .,<effect>Since last week students have been protesting</effect> <trigger>against</trigger> <cause>a proposed increase in tuition fees and the merger of higher education institutions</cause>,1
The students at the university of the North West had been protesting against a proposed increase in tuition fees and the merger of higher education institutions .,<effect>The students at the university of the North West had been protesting</effect> <trigger>against</trigger> <cause>a proposed increase in tuition fees and the merger of higher education institutions</cause>,1
Director Tlhalefang Kuetsile earlier said eight students were arrested and four injured when police fired rubber bullets during a protest on the campus .,<effect>Director Tlhalefang Kuetsile earlier said eight students were arrested and four injured</effect> <trigger>when</trigger> <cause>police fired rubber bullets during a protest on the campus</cause>,1
Police apparently fired teargas and rubber bullets after students barricaded the main entrance .,<effect>Police apparently fired teargas and rubber bullets</effect> <trigger>after</trigger> <cause>students barricaded the main entrance</cause>,1
"VIJAYAWADA YSRC leaders hold relay fasts in support of Jagan October 09 , 2015 00:00 IST YSR Congress leaders and cadres organised relay hunger strikes in various Assembly constituencies across the district on Thursday in support of party president Y.S. Jaganmohan Reddy ’ s indefinite ‘ deeksha ’ in Guntur seeking special category status for the State .",NoTag,0
"In Vijayawada , YSRC trade union leader P. Gowtham Reddy organised a relay hunger strike at Lenin Centre .",NoTag,0
"Jaganmohan Reddy is fighting for the people ’ s cause but the State government appears to have compromised with the Centre over the issue , ” Mr. Gowtham Reddy said while addressing the gathering .",NoTag,0
YSRC Nuzvid MLA Meka Pratap Appa Rao and Tiruvuru MLA Rakshananidhi conducted relay hunger strikes in their respective Assembly constituencies .,NoTag,0
YSRC leader Kamineni Udaya Bhanu held a protest at Jaggaiahpeta .,NoTag,0
"Party leaders said except for Gannavaram , Gudivada , Vijayawada East and Machilipatnam Assembly constituencies , relay hunger strikes were conducted in 12 Assembly constituencies .",NoTag,0
They said the strikes would continue in the coming days to express solidarity with their leader .,<effect>They said the strikes would continue in the coming days</effect> <trigger>to</trigger> <cause>express solidarity with their leader</cause>,1
"Hundreds join second protest in Kunming over oil refinery Protesters in Kunming defy warnings by police , but disperse after question and answer session PUBLISHED : Friday , 17 May , 2013 , 12:00am Kunming mayor stays true to his promise and opens microblog account 29 Aug 2013 Hundreds defied police orders and took to the streets of Yunnan 's provincial capital Kunming yesterday to protest against an oil refinery project .","<effect>Hundreds join second protest in Kunming over oil refinery but disperse after question and answer session</effect>. <trigger>PUBLISHED : Friday , 17 May , 2013 , 12:00am</trigger> <effect>Kunming mayor stays true to his promise and opens microblog account 29 Aug 2013 Hundreds defied police orders and took to the streets of Yunnan 's provincial capital Kunming yesterday</effect> <trigger>to</trigger> <cause>protest against an oil refinery project</cause>",1
"Ignoring warnings that any gathering would be illegal , they started congregating near the provincial government headquarters at about 10 am despite a heavy police presence .",NoTag,0
"At least one demonstrator was briefly detained when he unfolded a banner , witnesses said .","<effect>At least one demonstrator was briefly detained</effect> <trigger>when</trigger> <cause>he unfolded a banner, witnesses said</cause>",1
"It was the second demonstration in Kunming about the controversial project this month , after more than 1,000 protesters took part in a rally on May 4 .",NoTag,0
"One protester said yesterday 's turnout was smaller , following reports the authorities had tried to prevent the demonstration .",NoTag,0
"They began to march at around 2 pm , attracting onlookers and passers-by as they moved towards a popular shopping and entertainment area under close police watch .","<cause>They began to march at around 2 pm</cause>, <effect>attracting onlookers and passers-by as they moved towards a popular shopping and entertainment area under close police watch</effect>",1
"One of them , a 24 - year-old , said : "" I hope this can be a good beginning for a dialogue between citizens and the government on major decisions . "" The rallies are seen as a sign of growing public awareness of environmental issues on the mainland and increasing courage in speaking out .",NoTag,0
"Kolkata : No arrests yet in Malda case January 05 , 2016 00:00 IST No arrests have been made so far in connection with Sunday ’ s mob attack on police personnel in the Kaliachak area of West Bengal ’ s Malda district .",NoTag,0
Locals said the attack was triggered when a “ vehicle of the security forces ” could not pass because of the rally and the jawans got into an “ altercation ” with some people in the gathering .,Locals said the attack was <trigger>triggered when</trigger> <cause>a 'vehicle of the security forces' could not pass</cause> <trigger>because of</trigger> <cause>the rally</cause> and <effect>the jawans got into an 'altercation' with some people in the gathering</effect>.,1
“ Suddenly the situation flared up and the vehicle was vandalised .,<cause>The situation flared up</cause> and <effect>the vehicle was vandalised</effect>.,1
"After the jawans left , the Kaliachak police station was attacked , ” said a resident .","<cause>After the jawans left</cause>, <effect>the Kaliachak police station was attacked</effect>,” said a resident.",1
The inspector in-charge was injured in the incident .,NoTag,0
"Police fired rubber bullets , as Oukasie protest rage on Molaole Montsho BRITS , April 30 ( ANA ) - The situation remained tense in Oukasie near Brits in North West on Tuesday , following a violent protest .","<cause>The situation remained tense in Oukasie near Brits in North West on Tuesday, following a violent protest</cause>, <trigger>as</trigger> <effect>Police fired rubber bullets</effect>.",1
"A group of protesters pelted the police with stones , after the police dispersed them from blocking the road linking Brits and Letlhabile .",<cause>The police dispersed them from blocking the road linking Brits and Letlhabile</cause> <trigger>after</trigger> <effect>a group of protesters pelted the police with stones</effect>.,1
Entrances to the township were blocked with burning tyres and rocks .,NoTag,0
"The protest started on Monday , when informal dwellers went to the Madibeng municpality to demand the answers to the memorundum they had handed over to the Office of the Premier on April 4 .","<effect>The protest started on Monday</effect>, <trigger>when</trigger> <cause>informal dwellers went to the Madibeng municipality to demand answers to the memorandum they had handed over to the Office of the Premier on April 4</cause>.",1
"MC officials beat hasty retreat as mob attacks team - Indian Express Express News Service , Express News Service : Kharar , Wed Mar 18 2009 , 03:33 hrs Officials of the Kharar Municipal Council , on an anti-encroachment drive at Santemajra village , had to duck for cover following a fierce attack by residents on Tuesday evening .","MC officials <effect>beat a hasty retreat</effect> <trigger>as</trigger> <cause>mob attacks team</cause> - Indian Express Express News Service, Express News Service : Kharar, Wed Mar 18 2009, 03:33 hrs. Officials of the Kharar Municipal Council, on an anti-encroachment drive at Santemajra village, had to <effect>duck for cover</effect> <trigger>following</trigger> <cause>a fierce attack by residents on Tuesday evening</cause>.",1
"A team of around a dozen enforcement staffers , led by Assistant Municipal Engineer Baldev Raj Verma , had gone to free prime MC land ( measuring 4 acres and worth Rs 100 crore ) when a mob of around 150 encroachers pounced on them , forcing them to flee in a bid to save their lives .","A team of around a dozen enforcement staffers, led by Assistant Municipal Engineer Baldev Raj Verma, had <cause>gone to free prime MC land (measuring 4 acres and worth Rs 100 crore)</cause> when <trigger>a mob of around 150 encroachers</trigger> <effect>pounced on them, forcing them to flee in a bid to save their lives</effect>.",1
"A couple of months ago , MC staffers had to retreat after a mob attacked them in Fatehullapur village , Verma told Newsline .","A couple of months ago, <cause>MC staffers had to retreat</cause> after <trigger>a mob</trigger> <effect>attacked them in Fatehullapur village</effect>, Verma told Newsline.",1
"When they failed to comply , a team of MC officials was dispatched to serve a final notice which came under attack by the mob .","When <cause>they failed to comply</cause>, <trigger>a team of MC officials was dispatched</trigger> to <effect>serve a final notice</effect> which <effect>came under attack by the mob</effect>.",1
"At an April 30 election rally in Khalilabad in Sant Kabir Nagar district of Uttar Pradesh , Azmi said : "" If any Muslim opposes the Samajwadi Party , have a DNA test done , he could be an RSS man .",NoTag,0
"12 held after group clashes in Surat - Indian Express Express News Service , Express News Service : Surat , Tue Sep 04 2012 , 06:45 hrs The police have arrested 12 people in connection with the clashes that broke out between the members of Patel and Bharwad communities in Punagam area of the city on Sunday .",The police have <effect>arrested 12 people</effect> in connection with <cause>the clashes that broke out between the members of Patel and Bharwad communities in Punagam area of the city on Sunday</cause>.,1
"According to details , an autorickshaw driver belonging to the Bharwad community was beaten up by a car owner , a Patel , and his friends after a minor accident a few days ago .","According to details, <cause>an autorickshaw driver belonging to the Bharwad community was beaten up by a car owner, a Patel, and his friends</cause> after <trigger>a minor accident</trigger> <effect>a few days ago</effect>.",1
"On Sunday , a group of people belonging to the Bharwad community allegedly went on the rampage and damaged shops owned by Patels , who too retaliated .",NoTag,0
"IMPHAL : Woman doctor shot at in Imphal clinic March 09 , 2014 00:00 IST Doctors and students stayed away from the Regional Institute of Medical Sciences , Imphal , on Saturday , protesting the attack on a doctor , who was shot at and injured when she was examining patients in her private clinic on Friday night .","IMPHAL: <effect>A woman doctor was shot at and injured</effect> when <cause>she was examining patients in her private clinic on Friday night</cause>. <trigger>As a result</trigger>, <effect>Doctors and students stayed away from the Regional Institute of Medical Sciences, Imphal, on Saturday, protesting the attack</effect>.",1
Ahmedabad : A mob stoned to death two men who were cycling through Dor Bazaar in Ahmedabad this morning .,NoTag,0
"The victims were passing through the market when they were stopped , beaten up and then stoned to death , said the police .",NoTag,0
"Trouble was also reported from Mirzapur in the city , when a mob gathered near a mosque threw two crude bombs at the police .",NoTag,0
"Indefinite curfew continued in Danilimda and Shahpur , where several incidents of arson had been reported on Sunday .","<effect>Indefinite curfew continued</effect> in Danilimda and Shahpur, where <cause>several incidents of arson had been reported on Sunday</cause>.",1
"Nokia Supplier 's Turn to Offer VRS ; 850 Staffers Strike Work 22nd June 2014 07:37 AM CHENNAI : The ripple effect of the drastic downsizing of Nokia ’ s Sriperumbudur plant was felt in another ancillary company , as BYD Electronics India Private Ltd announced a VRS offer for its 1,500 employees .",NoTag,0
The announcement resulted in an all-night sit-in protest by 850 workers that ended only with the intervention of the police on Saturday morning .,<trigger>The announcement</trigger> <cause>resulted in an all-night sit-in protest by 850 workers</cause> that <effect>ended only with the intervention of the police on Saturday morning</effect>.,1
"Dissatisfied with the package , workers staged an all-nigh sit-in .","<cause>Dissatisfied with the package</cause>, <trigger>workers</trigger> <effect>staged an all-night sit-in</effect>.",1
It ended only when the police removed all 850 workers from inside the plant on Saturday morning and detained them at two locations in Oragadam .,NoTag,0
"According to A Gokila , one of the employees , the union had initiated the sit-in protest demanding that company authorities take the number of years of service of the employees and provide them with a severance payment of Rs .","According to A Gokila, one of the employees, <cause>the union had initiated the sit-in protest</cause> <trigger>demanding that</trigger> <effect>company authorities take the number of years of service of the employees and provide them with a severance payment</effect>.",1
"An employee who wished to remain unnamed also told Express that around seven management personnel inside the plant , including five foreign nationals , were forcibly prevented from leaving the plant all night by the protesters .",NoTag,0
The incident is the latest of a series of developments that followed the reduction of production from Nokia ’ s Sriperumbudur plant .,NoTag,0
